--筹码突破  成功了--20190416--code_name is null-300292.SZ**300292.SZ
--筹码突破  成功了--20190416--code_name is null-300292.SZ**300292.SZ
--筹码突破  成功了--20190416--code_name is null-300292.SZ**300292.SZ
--筹码突破  成功了--20220304--英特集团**000411.SZ
--筹码突破  成功了--20220304--南华生物**000504.SZ
--筹码突破  成功了--20220304--贝瑞基因**000710.SZ
--筹码突破  成功了--20220304--中广核技**000881.SZ
--筹码突破  成功了--20220304--重药控股**000950.SZ
--筹码突破  成功了--20220304--天奇股份**002009.SZ
--筹码突破  成功了--20220304--悦心健康**002162.SZ
--筹码突破  成功了--20220304--北化股份**002246.SZ
--筹码突破  成功了--20220304--长江健康**002435.SZ
--筹码突破  成功了--20220304--嘉事堂**002462.SZ
--筹码突破  成功了--20220304--榕基软件**002474.SZ
--筹码突破  成功了--20220304--中坚科技--强势股票**002779.SZ
--筹码突破  成功了--20220304--赛隆药业**002898.SZ
--筹码突破  成功了--20220304--宁波联合**600051.SH
--筹码突破  成功了--20220304--长城电工**600192.SH
--筹码突破  成功了--20220304--开开实业**600272.SH
--筹码突破  成功了--20220304--昂立教育**600661.SH
--筹码突破  成功了--20220304--祥龙电业**600769.SH
--筹码突破  成功了--20220304--云煤能源**600792.SH
--筹码突破  成功了--20220304--宁波海运**600798.SH
--筹码突破  成功了--20220304--第一医药--强势股票**600833.SH
--筹码突破  成功了--20220304--江南水务--强势股票**601199.SH
--筹码突破  成功了--20220304--爱婴室**603214.SH
--筹码突破  成功了--20220304--柳药股份**603368.SH
--筹码突破  成功了--20220304--美诺华**603538.SH
--筹码突破  成功了--20220228--恒林股份**603661.SH
--筹码突破  成功了--20220304--大理药业**603963.SH
筹码突破--20220330,红黄酒,百润股份--有钱君股票池**002568.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值22.18--7周-换手率,132.1-流通市值,123.6亿,家居用品,索菲亚**002572.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值3.78--7周-换手率,238.7-流通市值,47.5亿,医药商业,瑞康医药**002589.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值3.46--7周-换手率,77.1-流通市值,37.0亿,其他建材,海南瑞泽**002596.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值13.99--9周-换手率,527.0-流通市值,42.4亿,软件服务,中科金财**002657.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值8.83--8周-换手率,66.7-流通市值,149.3亿,证券,国盛金控**002670.SZ
筹码突破--20220330,电气设备,良信股份**002706.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值14.26--8周-换手率,580.6-流通市值,73.6亿,中成药,龙津药业**002750.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值10.53--7周-换手率,194.8-流通市值,10.1亿,装修装饰,建艺集团**002789.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值11.25--8周-换手率,202.3-流通市值,11.1亿,装修装饰,美芝股份**002856.SZ
筹码突破--20220330,其他建材,蒙娜丽莎**002918.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值3.07--8周-换手率,93.6-流通市值,22.6亿,园区开发,海泰发展**600082.SH
筹码突破--20220330-持仓量20220114-20220325-中间值9.49--10周-换手率,61.5-流通市值,163.5亿,证券,华创阳安**600155.SH
筹码突破--20220330-持仓量20220114-20220325-中间值3.14--10周-换手率,299.7-流通市值,29.6亿,区域地产,大龙地产**600159.SH
筹码突破--20220330-持仓量20220114-20220325-中间值2.2--10周-换手率,48.1-流通市值,81.2亿,全国地产,香江控股**600162.SH
筹码突破--20220330-持仓量20220114-20220325-中间值8.48--8周-换手率,197.4-流通市值,111.6亿,矿物制品,黄河旋风**600172.SH
筹码突破--20220330-持仓量20220114-20220325-中间值14.06--7周-换手率,82.4-流通市值,118.2亿,半导体,有研新材**600206.SH
筹码突破--20220330-持仓量20220114-20220325-中间值5.0--8周-换手率,192.8-流通市值,31.7亿,汽车整车,曙光股份**600303.SH
筹码突破--20220330-持仓量20220114-20220325-中间值8.4--6周-换手率,121.3-流通市值,102.6亿,电气设备,平高电气**600312.SH
筹码突破--20220330-持仓量20220114-20220325-中间值2.1--9周-换手率,161.5-流通市值,26.3亿,区域地产,天房发展**600322.SH
筹码突破--20220330-持仓量20220114-20220325-中间值20.73--6周-换手率,470.0-流通市值,60.5亿,化工原料,红星发展--强势股票**600367.SH
筹码突破--20220330-持仓量20220114-20220325-中间值8.53--6周-换手率,313.6-流通市值,86.6亿,医疗保健,青海春天**600381.SH
筹码突破--20220330-持仓量20220114-20220325-中间值3.26--7周-换手率,116.4-流通市值,39.7亿,区域地产,栖霞建设**600533.SH
筹码突破--20220330-持仓量20220114-20220325-中间值5.33--10周-换手率,62.3-流通市值,104.0亿,电气设备,保变电气**600550.SH
筹码突破--20220330-持仓量20220114-20220325-中间值8.75--9周-换手率,57.8-流通市值,18.8亿,房产服务,汇通能源**600605.SH
筹码突破--20220330-持仓量20220114-20220325-中间值3.15--9周-换手率,105.5-流通市值,57.3亿,区域地产,光大嘉宝**600622.SH
筹码突破--20220330-持仓量20220114-20220325-中间值12.2--6周-换手率,34.4-流通市值,121.2亿,园区开发,浦东金桥**600639.SH
筹码突破--20220330-持仓量20220114-20220325-中间值3.93--9周-换手率,55.0-流通市值,149.4亿,全国地产,信达地产**600657.SH
筹码突破--20220330-持仓量20220114-20220325-中间值3.38--7周-换手率,87.4-流通市值,34.1亿,全国地产,天地源**600665.SH
筹码突破--20220330-持仓量20220114-20220325-中间值6.16--9周-换手率,153.3-流通市值,22.5亿,水泥,四川金顶**600678.SH
筹码突破--20220330-持仓量20220114-20220325-中间值3.65--8周-换手率,220.9-流通市值,39.4亿,全国地产,珠江股份**600684.SH
筹码突破--20220330-持仓量20220114-20220325-中间值2.59--10周-换手率,71.1-流通市值,62.8亿,全国地产,光明地产**600708.SH
筹码突破--20220330-持仓量20220114-20220325-中间值2.08--10周-换手率,117.0-流通市值,55.1亿,区域地产,华远地产**600743.SH
筹码突破--20220330-持仓量20220114-20220325-中间值3.92--10周-换手率,33.1-流通市值,77.7亿,全国地产,上实发展**600748.SH
筹码突破--20220330-持仓量20220114-20220325-中间值7.3--7周-换手率,107.9-流通市值,33.1亿,水泥,福建水泥**600802.SH
筹码突破--20220330-持仓量20220114-20220325-中间值6.18--8周-换手率,67.7-流通市值,40.0亿,医药商业,人民同泰**600829.SH
筹码突破--20220330-持仓量20220114-20220325-中间值17.17--7周-换手率,573.9-流通市值,69.8亿,专用机械,京城股份**600860.SH
筹码突破--20220330-持仓量20220114-20220325-中间值16.68--6周-换手率,113.1-流通市值,113.2亿,电气设备,四方股份**601126.SH
筹码突破--20220330-持仓量20220114-20220325-中间值5.22--9周-换手率,135.6-流通市值,50.3亿,电气设备,吉鑫科技--强势股票**601218.SH
筹码突破--20220330-持仓量20220114-20220325-中间值12.99--6周-换手率,51.4-流通市值,139.5亿,电器仪表,三星医疗--强势股票**601567.SH
筹码突破--20220330-持仓量20220114-20220325-中间值2.54--8周-换手率,87.5-流通市值,70.8亿,区域地产,北辰实业**601588.SH
筹码突破--20220330-持仓量20220114-20220325-中间值9.09--7周-换手率,22.4-流通市值,69.5亿,出版业,新华文轩**601811.SH
筹码突破--20220330-持仓量20220114-20220325-中间值6.75--7周-换手率,45.2-流通市值,21.1亿,家居用品,菲林格尔**603226.SH
筹码突破--20220330-持仓量20220114-20220325-中间值12.77--7周-换手率,114.2-流通市值,26.5亿,汽车配件,天龙股份**603266.SH
筹码突破--20220330,元器件,福蓉科技--小树股票池**603327.SH
筹码突破--20220330-持仓量20220114-20220325-中间值8.3--7周-换手率,85.9-流通市值,56.8亿,电气设备,尚纬股份**603333.SH
筹码突破--20220330,汽车配件,文灿股份**603348.SH
筹码突破--20220330,染料涂料,亚士创能**603378.SH
筹码突破--20220330-持仓量20220114-20220325-中间值27.31--8周-换手率,32.9-流通市值,37.9亿,仓储物流,嘉诚国际**603535.SH
筹码突破--20220330-持仓量20220114-20220325-中间值12.32--8周-换手率,277.5-流通市值,23.8亿,通信设备,纵横通信**603602.SH
筹码突破--20220330-持仓量20220114-20220325-中间值17.78--8周-换手率,129.7-流通市值,84.5亿,矿物制品,索通发展**603612.SH
筹码突破--20220330-持仓量20220114-20220325-中间值38.86--7周-换手率,97.7-流通市值,118.6亿,半导体,至纯科技**603690.SH
筹码突破--20220330,专用机械,道森股份--强势股票**603800.SH
筹码突破--20220330-持仓量20220114-20220325-中间值27.2--8周-换手率,67.8-流通市值,79.1亿,家居用品,志邦家居**603801.SH
筹码突破--20220330-持仓量20220114-20220325-中间值23.1--6周-换手率,58.6-流通市值,16.5亿,建筑工程,中公高科**603860.SH
筹码突破--20220330-持仓量20220114-20220325-中间值27.49--7周-换手率,109.7-流通市值,27.9亿,专用机械,天永智能**603895.SH
筹码突破--20220330-持仓量20220114-20220325-中间值15.25--7周-换手率,29.3-流通市值,31.9亿,建筑工程,合诚股份**603909.SH
筹码突破--20220330-持仓量20220114-20220325-中间值9.21--7周-换手率,44.5-流通市值,25.1亿,机械基件,法兰泰克**603966.SH
筹码突破--20220330-持仓量20220114-20220325-中间值4.44--9周-换手率,39.6-流通市值,61.6亿,区域地产,深振业A**000006.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值10.96--7周-换手率,44.3-流通市值,59.0亿,区域地产,深物业A**000011.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值8.62--8周-换手率,180.0-流通市值,19.7亿,全国地产,沙河股份**000014.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值7.4--7周-换手率,21.7-流通市值,73.9亿,区域地产,深深房A**000029.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值3.94--10周-换手率,51.0-流通市值,80.0亿,全国地产,大悦城**000031.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值7.78--7周-换手率,197.6-流通市值,66.2亿,房产服务,皇庭国际**000056.SZ
筹码突破--20220330,建筑工程,北方国际**000065.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值8.61--8周-换手率,228.3-流通市值,22.6亿,商贸代理,中成股份**000151.SZ
筹码突破--20220330,电气设备,许继电气**000400.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值4.08--9周-换手率,173.0-流通市值,36.8亿,区域地产,渝开发**000514.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值2.4--7周-换手率,36.1-流通市值,168.8亿,多元金融,中天金融**000540.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值3.93--8周-换手率,411.6-流通市值,26.1亿,区域地产,粤宏远A**000573.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值8.23--7周-换手率,140.5-流通市值,64.0亿,区域地产,奥园美谷**000615.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值3.78--8周-换手率,108.0-流通市值,19.3亿,综合类,三木集团**000632.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值20.97--9周-换手率,97.9-流通市值,165.1亿,水泥,上峰水泥**000672.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值2.77--7周-换手率,217.8-流通市值,75.1亿,区域地产,泰禾集团**000732.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值4.96--10周-换手率,173.5-流通市值,185.1亿,钢加工,新兴铸管**000778.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值15.18--7周-换手率,126.4-流通市值,135.9亿,其他商业,天音控股**000829.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值3.61--7周-换手率,144.8-流通市值,44.4亿,区域地产,三湘印象**000863.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值2.69--8周-换手率,136.2-流通市值,51.3亿,区域地产,津滨发展**000897.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值2.51--8周-换手率,206.9-流通市值,53.8亿,全国地产,嘉凯城**000918.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值2.92--8周-换手率,255.7-流通市值,58.2亿,区域地产,天保基建**000965.SZ
筹码突破--20220330,房产服务,招商积余**001914.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值5.7--9周-换手率,24.4-流通市值,41.5亿,区域地产,世荣兆业**002016.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值11.96--7周-换手率,126.7-流通市值,73.1亿,其他建材,兔宝宝**002043.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值7.73--7周-换手率,130.6-流通市值,90.1亿,建筑工程,中工国际**002051.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值8.55--8周-换手率,138.2-流通市值,61.6亿,元器件,中钢天源**002057.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值13.02--8周-换手率,215.6-流通市值,69.5亿,汽车配件,广东鸿图**002101.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值9.17--7周-换手率,262.4-流通市值,40.3亿,建筑工程,中国海诚**002116.SZ
筹码突破--20220330,化工原料,湘潭电化**002125.SZ
筹码突破--20220330,全国地产,荣盛发展**002146.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值7.19--7周-换手率,222.3-流通市值,27.1亿,医疗保健,创新医疗**002173.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值5.97--7周-换手率,74.2-流通市值,185.3亿,区域地产,滨江集团**002244.SZ
筹码突破--20220330,软件服务,联络互动**002280.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值2.13--8周-换手率,220.8-流通市值,43.2亿,区域地产,南国置业**002305.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值10.66--6周-换手率,414.4-流通市值,131.5亿,中成药,众生药业**002317.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值7.08--7周-换手率,159.5-流通市值,49.4亿,通信设备,合众思壮**002383.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值5.48--6周-换手率,227.9-流通市值,41.8亿,中成药,太安堂**002433.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值23.41--6周-换手率,91.2-流通市值,145.9亿,汽车配件,双环传动**002472.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值23.85--10周-换手率,57.8-流通市值,189.7亿,元器件,江海股份**002484.SZ
筹码突破--20220330,红黄酒,百润股份**002568.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值22.18--7周-换手率,132.1-流通市值,123.6亿,家居用品,索菲亚**002572.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值3.78--7周-换手率,238.7-流通市值,47.5亿,医药商业,瑞康医药**002589.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值3.46--7周-换手率,77.1-流通市值,37.0亿,其他建材,海南瑞泽**002596.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值13.99--9周-换手率,527.0-流通市值,42.4亿,软件服务,中科金财**002657.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值8.83--8周-换手率,66.7-流通市值,149.3亿,证券,国盛金控**002670.SZ
筹码突破--20220330,电气设备,良信股份**002706.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值14.26--8周-换手率,580.6-流通市值,73.6亿,中成药,龙津药业**002750.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值10.53--7周-换手率,194.8-流通市值,10.1亿,装修装饰,建艺集团**002789.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值11.25--8周-换手率,202.3-流通市值,11.1亿,装修装饰,美芝股份**002856.SZ
筹码突破--20220330,其他建材,蒙娜丽莎**002918.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值3.07--8周-换手率,93.6-流通市值,22.6亿,园区开发,海泰发展**600082.SH
筹码突破--20220330-持仓量20220114-20220325-中间值9.49--10周-换手率,61.5-流通市值,163.5亿,证券,华创阳安**600155.SH
筹码突破--20220330-持仓量20220114-20220325-中间值3.14--10周-换手率,299.7-流通市值,29.6亿,区域地产,大龙地产**600159.SH
筹码突破--20220330-持仓量20220114-20220325-中间值4.44--9周-换手率,39.6-流通市值,61.6亿,区域地产,深振业A**000006.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值10.96--7周-换手率,44.3-流通市值,59.0亿,区域地产,深物业A**000011.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值8.62--8周-换手率,180.0-流通市值,19.7亿,全国地产,沙河股份**000014.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值7.4--7周-换手率,21.7-流通市值,73.9亿,区域地产,深深房A**000029.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值3.94--10周-换手率,51.0-流通市值,80.0亿,全国地产,大悦城**000031.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值7.78--7周-换手率,197.6-流通市值,66.2亿,房产服务,皇庭国际**000056.SZ
筹码突破--20220330,建筑工程,北方国际**000065.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值8.61--8周-换手率,228.3-流通市值,22.6亿,商贸代理,中成股份**000151.SZ
筹码突破--20220330,电气设备,许继电气**000400.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值4.08--9周-换手率,173.0-流通市值,36.8亿,区域地产,渝开发**000514.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值2.4--7周-换手率,36.1-流通市值,168.8亿,多元金融,中天金融**000540.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值3.93--8周-换手率,411.6-流通市值,26.1亿,区域地产,粤宏远A**000573.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值8.23--7周-换手率,140.5-流通市值,64.0亿,区域地产,奥园美谷**000615.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值3.78--8周-换手率,108.0-流通市值,19.3亿,综合类,三木集团**000632.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值20.97--9周-换手率,97.9-流通市值,165.1亿,水泥,上峰水泥**000672.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值2.77--7周-换手率,217.8-流通市值,75.1亿,区域地产,泰禾集团**000732.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值4.96--10周-换手率,173.5-流通市值,185.1亿,钢加工,新兴铸管**000778.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值15.18--7周-换手率,126.4-流通市值,135.9亿,其他商业,天音控股**000829.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值3.61--7周-换手率,144.8-流通市值,44.4亿,区域地产,三湘印象**000863.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值2.69--8周-换手率,136.2-流通市值,51.3亿,区域地产,津滨发展**000897.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值2.51--8周-换手率,206.9-流通市值,53.8亿,全国地产,嘉凯城**000918.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值2.92--8周-换手率,255.7-流通市值,58.2亿,区域地产,天保基建**000965.SZ
筹码突破--20220330,房产服务,招商积余**001914.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值5.7--9周-换手率,24.4-流通市值,41.5亿,区域地产,世荣兆业**002016.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值11.96--7周-换手率,126.7-流通市值,73.1亿,其他建材,兔宝宝**002043.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值7.73--7周-换手率,130.6-流通市值,90.1亿,建筑工程,中工国际**002051.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值8.55--8周-换手率,138.2-流通市值,61.6亿,元器件,中钢天源**002057.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值13.02--8周-换手率,215.6-流通市值,69.5亿,汽车配件,广东鸿图**002101.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值9.17--7周-换手率,262.4-流通市值,40.3亿,建筑工程,中国海诚**002116.SZ
筹码突破--20220330,化工原料,湘潭电化**002125.SZ
筹码突破--20220330,全国地产,荣盛发展**002146.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值7.19--7周-换手率,222.3-流通市值,27.1亿,医疗保健,创新医疗**002173.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值5.97--7周-换手率,74.2-流通市值,185.3亿,区域地产,滨江集团**002244.SZ
筹码突破--20220330,软件服务,联络互动**002280.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值2.13--8周-换手率,220.8-流通市值,43.2亿,区域地产,南国置业**002305.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值10.66--6周-换手率,414.4-流通市值,131.5亿,中成药,众生药业**002317.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值7.08--7周-换手率,159.5-流通市值,49.4亿,通信设备,合众思壮**002383.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值5.48--6周-换手率,227.9-流通市值,41.8亿,中成药,太安堂**002433.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值23.41--6周-换手率,91.2-流通市值,145.9亿,汽车配件,双环传动**002472.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值23.85--10周-换手率,57.8-流通市值,189.7亿,元器件,江海股份**002484.SZ
筹码突破--20220330,红黄酒,百润股份**002568.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值22.18--7周-换手率,132.1-流通市值,123.6亿,家居用品,索菲亚**002572.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值3.78--7周-换手率,238.7-流通市值,47.5亿,医药商业,瑞康医药**002589.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值3.46--7周-换手率,77.1-流通市值,37.0亿,其他建材,海南瑞泽**002596.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值13.99--9周-换手率,527.0-流通市值,42.4亿,软件服务,中科金财**002657.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值8.83--8周-换手率,66.7-流通市值,149.3亿,证券,国盛金控**002670.SZ
筹码突破--20220330,电气设备,良信股份**002706.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值14.26--8周-换手率,580.6-流通市值,73.6亿,中成药,龙津药业**002750.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值10.53--7周-换手率,194.8-流通市值,10.1亿,装修装饰,建艺集团**002789.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值11.25--8周-换手率,202.3-流通市值,11.1亿,装修装饰,美芝股份**002856.SZ
筹码突破--20220330,其他建材,蒙娜丽莎**002918.SZ
筹码突破--20220330-持仓量20220114-20220325-中间值3.07--8周-换手率,93.6-流通市值,22.6亿,园区开发,海泰发展**600082.SH
筹码突破--20220330-持仓量20220114-20220325-中间值9.49--10周-换手率,61.5-流通市值,163.5亿,证券,华创阳安**600155.SH
筹码突破--20220330-持仓量20220114-20220325-中间值3.14--10周-换手率,299.7-流通市值,29.6亿,区域地产,大龙地产**600159.SH
筹码突破--20220330-持仓量20220114-20220325-中间值2.2--10周-换手率,48.1-流通市值,81.2亿,全国地产,香江控股**600162.SH
筹码突破--20220330-持仓量20220114-20220325-中间值8.48--8周-换手率,197.4-流通市值,111.6亿,矿物制品,黄河旋风**600172.SH
筹码突破--20220330-持仓量20220114-20220325-中间值14.06--7周-换手率,82.4-流通市值,118.2亿,半导体,有研新材**600206.SH
筹码突破--20220330-持仓量20220114-20220325-中间值5.0--8周-换手率,192.8-流通市值,31.7亿,汽车整车,曙光股份**600303.SH
筹码突破--20220330-持仓量20220114-20220325-中间值8.4--6周-换手率,121.3-流通市值,102.6亿,电气设备,平高电气**600312.SH
筹码突破--20220330-持仓量20220114-20220325-中间值2.1--9周-换手率,161.5-流通市值,26.3亿,区域地产,天房发展**600322.SH
筹码突破--20220330-持仓量20220114-20220325-中间值20.73--6周-换手率,470.0-流通市值,60.5亿,化工原料,红星发展**600367.SH
筹码突破--20220330-持仓量20220114-20220325-中间值8.53--6周-换手率,313.6-流通市值,86.6亿,医疗保健,青海春天**600381.SH
筹码突破--20220330-持仓量20220114-20220325-中间值3.26--7周-换手率,116.4-流通市值,39.7亿,区域地产,栖霞建设**600533.SH
筹码突破--20220330-持仓量20220114-20220325-中间值5.33--10周-换手率,62.3-流通市值,104.0亿,电气设备,保变电气**600550.SH
筹码突破--20220330-持仓量20220114-20220325-中间值8.75--9周-换手率,57.8-流通市值,18.8亿,房产服务,汇通能源**600605.SH
筹码突破--20220330-持仓量20220114-20220325-中间值3.15--9周-换手率,105.5-流通市值,57.3亿,区域地产,光大嘉宝**600622.SH
筹码突破--20220330-持仓量20220114-20220325-中间值12.2--6周-换手率,34.4-流通市值,121.2亿,园区开发,浦东金桥**600639.SH
筹码突破--20220330-持仓量20220114-20220325-中间值3.93--9周-换手率,55.0-流通市值,149.4亿,全国地产,信达地产**600657.SH
筹码突破--20220330-持仓量20220114-20220325-中间值3.38--7周-换手率,87.4-流通市值,34.1亿,全国地产,天地源**600665.SH
筹码突破--20220330-持仓量20220114-20220325-中间值6.16--9周-换手率,153.3-流通市值,22.5亿,水泥,四川金顶**600678.SH
筹码突破--20220330-持仓量20220114-20220325-中间值3.65--8周-换手率,220.9-流通市值,39.4亿,全国地产,珠江股份**600684.SH
筹码突破--20220330-持仓量20220114-20220325-中间值2.59--10周-换手率,71.1-流通市值,62.8亿,全国地产,光明地产**600708.SH
筹码突破--20220330-持仓量20220114-20220325-中间值2.08--10周-换手率,117.0-流通市值,55.1亿,区域地产,华远地产**600743.SH
筹码突破--20220330-持仓量20220114-20220325-中间值3.92--10周-换手率,33.1-流通市值,77.7亿,全国地产,上实发展**600748.SH
筹码突破--20220330-持仓量20220114-20220325-中间值7.3--7周-换手率,107.9-流通市值,33.1亿,水泥,福建水泥**600802.SH
筹码突破--20220330-持仓量20220114-20220325-中间值6.18--8周-换手率,67.7-流通市值,40.0亿,医药商业,人民同泰**600829.SH
筹码突破--20220330-持仓量20220114-20220325-中间值17.17--7周-换手率,573.9-流通市值,69.8亿,专用机械,京城股份**600860.SH
筹码突破--20220330-持仓量20220114-20220325-中间值16.68--6周-换手率,113.1-流通市值,113.2亿,电气设备,四方股份**601126.SH
筹码突破--20220330-持仓量20220114-20220325-中间值5.22--9周-换手率,135.6-流通市值,50.3亿,电气设备,吉鑫科技**601218.SH
筹码突破--20220330-持仓量20220114-20220325-中间值12.99--6周-换手率,51.4-流通市值,139.5亿,电器仪表,三星医疗**601567.SH
筹码突破--20220330-持仓量20220114-20220325-中间值2.54--8周-换手率,87.5-流通市值,70.8亿,区域地产,北辰实业**601588.SH
筹码突破--20220330-持仓量20220114-20220325-中间值9.09--7周-换手率,22.4-流通市值,69.5亿,出版业,新华文轩**601811.SH
筹码突破--20220330-持仓量20220114-20220325-中间值6.75--7周-换手率,45.2-流通市值,21.1亿,家居用品,菲林格尔**603226.SH
筹码突破--20220330-持仓量20220114-20220325-中间值12.77--7周-换手率,114.2-流通市值,26.5亿,汽车配件,天龙股份**603266.SH
筹码突破--20220330,元器件,福蓉科技**603327.SH
筹码突破--20220330-持仓量20220114-20220325-中间值8.3--7周-换手率,85.9-流通市值,56.8亿,电气设备,尚纬股份**603333.SH
筹码突破--20220330,汽车配件,文灿股份**603348.SH
筹码突破--20220330,染料涂料,亚士创能**603378.SH
筹码突破--20220330-持仓量20220114-20220325-中间值27.31--8周-换手率,32.9-流通市值,37.9亿,仓储物流,嘉诚国际**603535.SH
筹码突破--20220330-持仓量20220114-20220325-中间值12.32--8周-换手率,277.5-流通市值,23.8亿,通信设备,纵横通信**603602.SH
筹码突破--20220330-持仓量20220114-20220325-中间值17.78--8周-换手率,129.7-流通市值,84.5亿,矿物制品,索通发展**603612.SH
筹码突破--20220330-持仓量20220114-20220325-中间值38.86--7周-换手率,97.7-流通市值,118.6亿,半导体,至纯科技**603690.SH
筹码突破--20220330,专用机械,道森股份**603800.SH
筹码突破--20220330-持仓量20220114-20220325-中间值27.2--8周-换手率,67.8-流通市值,79.1亿,家居用品,志邦家居**603801.SH
筹码突破--20220330-持仓量20220114-20220325-中间值23.1--6周-换手率,58.6-流通市值,16.5亿,建筑工程,中公高科**603860.SH
筹码突破--20220330-持仓量20220114-20220325-中间值27.49--7周-换手率,109.7-流通市值,27.9亿,专用机械,天永智能**603895.SH
